"","year","block","plot_letter","plot_number","round","species_long","species_flarea","block_plot","block_plot_round","block_plot_round_year","species_block_plot_round_year"
"644",2,5,"A",10,1,"Achillea_millefolium",4.03506160427073,"5,A,10","5,A,10,1","5,A,10,1,2","Achillea_millefolium,5,A,10,1,2"
"645",2,5,"A",12,1,"Achillea_millefolium",84.7362936896853,"5,A,12","5,A,12,1","5,A,12,1,2","Achillea_millefolium,5,A,12,1,2"
"646",2,5,"A",13,1,"Achillea_millefolium",60.525924064061,"5,A,13","5,A,13,1","5,A,13,1,2","Achillea_millefolium,5,A,13,1,2"
"647",2,5,"A",14,1,"Achillea_millefolium",165.4375257751,"5,A,14","5,A,14,1","5,A,14,1,2","Achillea_millefolium,5,A,14,1,2"
"648",2,5,"A",14,2,"Achillea_millefolium",2.54845996059204,"5,A,14","5,A,14,2","5,A,14,2,2","Achillea_millefolium,5,A,14,2,2"
"649",2,5,"A",14,3,"Achillea_millefolium",6.58352156486277,"5,A,14","5,A,14,3","5,A,14,3,2","Achillea_millefolium,5,A,14,3,2"
"650",2,5,"A",15,1,"Achillea_millefolium",8.07012320854146,"5,A,15","5,A,15,1","5,A,15,1,2","Achillea_millefolium,5,A,15,1,2"
"651",2,5,"A",9,1,"Achillea_millefolium",238.068634651973,"5,A,9","5,A,9,1","5,A,9,1,2","Achillea_millefolium,5,A,9,1,2"
"652",2,5,"B",13,3,"Achillea_millefolium",0.63711499014801,"5,B,13","5,B,13,3","5,B,13,3,2","Achillea_millefolium,5,B,13,3,2"
"653",2,5,"B",14,3,"Achillea_millefolium",9.76909651560282,"5,B,14","5,B,14,3","5,B,14,3,2","Achillea_millefolium,5,B,14,3,2"
"654",2,5,"B",7,3,"Achillea_millefolium",1.27422998029602,"5,B,7","5,B,7,3","5,B,7,3,2","Achillea_millefolium,5,B,7,3,2"
"655",2,5,"C",1,1,"Achillea_millefolium",1349.83429246025,"5,C,1","5,C,1,1","5,C,1,1,2","Achillea_millefolium,5,C,1,1,2"
"656",2,5,"C",10,1,"Achillea_millefolium",321.105955034597,"5,C,10","5,C,10,1","5,C,10,1,2","Achillea_millefolium,5,C,10,1,2"
"657",2,5,"C",11,1,"Achillea_millefolium",921.693019080788,"5,C,11","5,C,11,1","5,C,11,1,2","Achillea_millefolium,5,C,11,1,2"
"658",2,5,"C",11,3,"Achillea_millefolium",6.3711499014801,"5,C,11","5,C,11,3","5,C,11,3,2","Achillea_millefolium,5,C,11,3,2"
"659",2,5,"C",12,1,"Achillea_millefolium",332.998768184027,"5,C,12","5,C,12,1","5,C,12,1,2","Achillea_millefolium,5,C,12,1,2"
"660",2,5,"C",13,1,"Achillea_millefolium",291.373922161023,"5,C,13","5,C,13,1","5,C,13,1,2","Achillea_millefolium,5,C,13,1,2"
"661",2,5,"C",13,3,"Achillea_millefolium",0.63711499014801,"5,C,13","5,C,13,3","5,C,13,3,2","Achillea_millefolium,5,C,13,3,2"
"662",2,5,"C",14,1,"Achillea_millefolium",844.389733609496,"5,C,14","5,C,14,1","5,C,14,1,2","Achillea_millefolium,5,C,14,1,2"
"663",2,5,"C",6,1,"Achillea_millefolium",588.694250896761,"5,C,6","5,C,6,1","5,C,6,1,2","Achillea_millefolium,5,C,6,1,2"
"664",2,5,"C",8,1,"Achillea_millefolium",231.909856413876,"5,C,8","5,C,8,1","5,C,8,1,2","Achillea_millefolium,5,C,8,1,2"
"665",2,5,"C",9,1,"Achillea_millefolium",665.997536368053,"5,C,9","5,C,9,1","5,C,9,1,2","Achillea_millefolium,5,C,9,1,2"
"666",2,5,"D",1,1,"Achillea_millefolium",1635.26180804656,"5,D,1","5,D,1,1","5,D,1,1,2","Achillea_millefolium,5,D,1,1,2"
"667",2,5,"D",11,1,"Achillea_millefolium",95.1425051954362,"5,D,11","5,D,11,1","5,D,11,1,2","Achillea_millefolium,5,D,11,1,2"
"668",2,5,"D",12,1,"Achillea_millefolium",2574.79404685149,"5,D,12","5,D,12,1","5,D,12,1,2","Achillea_millefolium,5,D,12,1,2"
"669",2,5,"D",12,3,"Achillea_millefolium",0.42474332676534,"5,D,12","5,D,12,3","5,D,12,3,2","Achillea_millefolium,5,D,12,3,2"
"670",2,5,"D",14,1,"Achillea_millefolium",1968.26057623059,"5,D,14","5,D,14,1","5,D,14,1,2","Achillea_millefolium,5,D,14,1,2"
"671",2,5,"D",14,2,"Achillea_millefolium",5.30929158456675,"5,D,14","5,D,14,2","5,D,14,2,2","Achillea_millefolium,5,D,14,2,2"
"672",2,5,"D",14,3,"Achillea_millefolium",1.27422998029602,"5,D,14","5,D,14,3","5,D,14,3,2","Achillea_millefolium,5,D,14,3,2"
"673",2,5,"D",15,1,"Achillea_millefolium",2093.1351142996,"5,D,15","5,D,15,1","5,D,15,1,2","Achillea_millefolium,5,D,15,1,2"
"674",2,5,"D",2,1,"Achillea_millefolium",1873.11807103515,"5,D,2","5,D,2,1","5,D,2,1,2","Achillea_millefolium,5,D,2,1,2"
"675",2,5,"D",6,2,"Achillea_millefolium",0.21237166338267,"5,D,6","5,D,6,2","5,D,6,2,2","Achillea_millefolium,5,D,6,2,2"
"676",2,5,"D",8,2,"Achillea_millefolium",10.4062115057508,"5,D,8","5,D,8,2","5,D,8,2,2","Achillea_millefolium,5,D,8,2,2"
"677",2,6,"A",13,3,"Achillea_millefolium",15.0783881001696,"6,A,13","6,A,13,3","6,A,13,3,2","Achillea_millefolium,6,A,13,3,2"
"678",2,6,"A",2,2,"Achillea_millefolium",2.76083162397471,"6,A,2","6,A,2,2","6,A,2,2,2","Achillea_millefolium,6,A,2,2,2"
"679",2,6,"A",2,3,"Achillea_millefolium",10.1938398423682,"6,A,2","6,A,2,3","6,A,2,3,2","Achillea_millefolium,6,A,2,3,2"
"680",2,6,"A",4,3,"Achillea_millefolium",0.84948665353068,"6,A,4","6,A,4,3","6,A,4,3,2","Achillea_millefolium,6,A,4,3,2"
"681",2,6,"A",6,2,"Achillea_millefolium",0.21237166338267,"6,A,6","6,A,6,2","6,A,6,2,2","Achillea_millefolium,6,A,6,2,2"
"682",2,6,"C",15,3,"Achillea_millefolium",0.84948665353068,"6,C,15","6,C,15,3","6,C,15,3,2","Achillea_millefolium,6,C,15,3,2"
"683",2,6,"C",4,2,"Achillea_millefolium",0.84948665353068,"6,C,4","6,C,4,2","6,C,4,2,2","Achillea_millefolium,6,C,4,2,2"
"684",2,6,"D",1,3,"Achillea_millefolium",4.03506160427073,"6,D,1","6,D,1,3","6,D,1,3,2","Achillea_millefolium,6,D,1,3,2"
"685",2,6,"D",10,1,"Achillea_millefolium",109.732438469826,"6,D,10","6,D,10,1","6,D,10,1,2","Achillea_millefolium,6,D,10,1,2"
"686",2,6,"D",11,1,"Achillea_millefolium",99.1138553006921,"6,D,11","6,D,11,1","6,D,11,1,2","Achillea_millefolium,6,D,11,1,2"
"687",2,6,"D",11,3,"Achillea_millefolium",0.63711499014801,"6,D,11","6,D,11,3","6,D,11,3,2","Achillea_millefolium,6,D,11,3,2"
"688",2,6,"D",12,1,"Achillea_millefolium",495.526802170784,"6,D,12","6,D,12,1","6,D,12,1,2","Achillea_millefolium,6,D,12,1,2"
"689",2,6,"D",12,3,"Achillea_millefolium",2.97320328735738,"6,D,12","6,D,12,3","6,D,12,3,2","Achillea_millefolium,6,D,12,3,2"
"690",2,6,"D",12,4,"Achillea_millefolium",0.84948665353068,"6,D,12","6,D,12,4","6,D,12,4,2","Achillea_millefolium,6,D,12,4,2"
"691",2,6,"D",13,1,"Achillea_millefolium",647.733573317144,"6,D,13","6,D,13,1","6,D,13,1,2","Achillea_millefolium,6,D,13,1,2"
"692",2,6,"D",14,1,"Achillea_millefolium",722.063655501078,"6,D,14","6,D,14,1","6,D,14,1,2","Achillea_millefolium,6,D,14,1,2"
"693",2,6,"D",14,3,"Achillea_millefolium",0.84948665353068,"6,D,14","6,D,14,3","6,D,14,3,2","Achillea_millefolium,6,D,14,3,2"
"694",2,6,"D",15,1,"Achillea_millefolium",56.6395226241581,"6,D,15","6,D,15,1","6,D,15,1,2","Achillea_millefolium,6,D,15,1,2"
"695",2,6,"D",2,2,"Achillea_millefolium",1.91134497044403,"6,D,2","6,D,2,2","6,D,2,2,2","Achillea_millefolium,6,D,2,2,2"
"696",2,6,"D",3,1,"Achillea_millefolium",53.0929158456675,"6,D,3","6,D,3,1","6,D,3,1,2","Achillea_millefolium,6,D,3,1,2"
"697",2,6,"D",5,1,"Achillea_millefolium",359.906257934611,"6,D,5","6,D,5,1","6,D,5,1,2","Achillea_millefolium,6,D,5,1,2"
"698",2,7,"A",1,1,"Achillea_millefolium",107.608721835999,"7,A,1","7,A,1,1","7,A,1,1,2","Achillea_millefolium,7,A,1,1,2"
"699",2,7,"A",13,1,"Achillea_millefolium",16.1402464170829,"7,A,13","7,A,13,1","7,A,13,1,2","Achillea_millefolium,7,A,13,1,2"
"700",2,7,"A",3,1,"Achillea_millefolium",2237.4841339008,"7,A,3","7,A,3,1","7,A,3,1,2","Achillea_millefolium,7,A,3,1,2"
"701",2,7,"A",3,3,"Achillea_millefolium",15.0783881001696,"7,A,3","7,A,3,3","7,A,3,3,2","Achillea_millefolium,7,A,3,3,2"
"702",2,7,"B",1,1,"Achillea_millefolium",16.1402464170829,"7,B,1","7,B,1,1","7,B,1,1,2","Achillea_millefolium,7,B,1,1,2"
"703",2,7,"B",3,1,"Achillea_millefolium",989.92803452564,"7,B,3","7,B,3,1","7,B,3,1,2","Achillea_millefolium,7,B,3,1,2"
"704",2,7,"B",5,1,"Achillea_millefolium",86.0954723353344,"7,B,5","7,B,5,1","7,B,5,1,2","Achillea_millefolium,7,B,5,1,2"
"705",2,7,"C",11,1,"Achillea_millefolium",355.085421175824,"7,C,11","7,C,11,1","7,C,11,1,2","Achillea_millefolium,7,C,11,1,2"
"706",2,7,"C",11,2,"Achillea_millefolium",1.27422998029602,"7,C,11","7,C,11,2","7,C,11,2,2","Achillea_millefolium,7,C,11,2,2"
"707",2,7,"C",11,3,"Achillea_millefolium",1.48660164367869,"7,C,11","7,C,11,3","7,C,11,3,2","Achillea_millefolium,7,C,11,3,2"
"708",2,7,"C",12,1,"Achillea_millefolium",2052.63583809252,"7,C,12","7,C,12,1","7,C,12,1,2","Achillea_millefolium,7,C,12,1,2"
"709",2,7,"C",14,1,"Achillea_millefolium",312.037685008157,"7,C,14","7,C,14,1","7,C,14,1,2","Achillea_millefolium,7,C,14,1,2"
"710",2,7,"C",6,1,"Achillea_millefolium",102.256955918756,"7,C,6","7,C,6,1","7,C,6,1,2","Achillea_millefolium,7,C,6,1,2"
"711",2,7,"C",8,1,"Achillea_millefolium",112.98172491958,"7,C,8","7,C,8,1","7,C,8,1,2","Achillea_millefolium,7,C,8,1,2"
"712",2,7,"C",8,2,"Achillea_millefolium",6.3711499014801,"7,C,8","7,C,8,2","7,C,8,2,2","Achillea_millefolium,7,C,8,2,2"
"713",2,7,"C",8,3,"Achillea_millefolium",0.84948665353068,"7,C,8","7,C,8,3","7,C,8,3,2","Achillea_millefolium,7,C,8,3,2"
"714",2,7,"C",9,1,"Achillea_millefolium",204772.453100513,"7,C,9","7,C,9,1","7,C,9,1,2","Achillea_millefolium,7,C,9,1,2"
"715",2,7,"C",9,3,"Achillea_millefolium",1.27422998029602,"7,C,9","7,C,9,3","7,C,9,3,2","Achillea_millefolium,7,C,9,3,2"
"716",2,7,"D",10,1,"Achillea_millefolium",88.4952721315586,"7,D,10","7,D,10,1","7,D,10,1,2","Achillea_millefolium,7,D,10,1,2"
"717",2,7,"D",14,1,"Achillea_millefolium",276.083162397471,"7,D,14","7,D,14,1","7,D,14,1,2","Achillea_millefolium,7,D,14,1,2"
"718",2,7,"D",14,3,"Achillea_millefolium",2.33608829720937,"7,D,14","7,D,14,3","7,D,14,3,2","Achillea_millefolium,7,D,14,3,2"
"719",2,7,"D",7,1,"Achillea_millefolium",194.681103822894,"7,D,7","7,D,7,1","7,D,7,1,2","Achillea_millefolium,7,D,7,1,2"
"720",2,1,"A",8,3,"Chamaecrista_fasciculata",12.8361454587083,"1,A,8","1,A,8,3","1,A,8,3,2","Chamaecrista_fasciculata,1,A,8,3,2"
"721",2,1,"B",15,3,"Chamaecrista_fasciculata",5.50120519658925,"1,B,15","1,B,15,3","1,B,15,3,2","Chamaecrista_fasciculata,1,B,15,3,2"
"722",2,1,"D",10,3,"Chamaecrista_fasciculata",5.50120519658925,"1,D,10","1,D,10,3","1,D,10,3,2","Chamaecrista_fasciculata,1,D,10,3,2"
"723",2,1,"D",2,3,"Chamaecrista_fasciculata",22.004820786357,"1,D,2","1,D,2,3","1,D,2,3,2","Chamaecrista_fasciculata,1,D,2,3,2"
"724",2,2,"D",4,3,"Chamaecrista_fasciculata",40.3421714416545,"2,D,4","2,D,4,3","2,D,4,3,2","Chamaecrista_fasciculata,2,D,4,3,2"
"725",2,3,"A",12,3,"Chamaecrista_fasciculata",3.6674701310595,"3,A,12","3,A,12,3","3,A,12,3,2","Chamaecrista_fasciculata,3,A,12,3,2"
"726",2,3,"A",5,3,"Chamaecrista_fasciculata",20.1710857208273,"3,A,5","3,A,5,3","3,A,5,3,2","Chamaecrista_fasciculata,3,A,5,3,2"
"727",2,3,"A",9,3,"Chamaecrista_fasciculata",9.16867532764875,"3,A,9","3,A,9,3","3,A,9,3,2","Chamaecrista_fasciculata,3,A,9,3,2"
"728",2,3,"B",1,4,"Chamaecrista_fasciculata",1.83373506552975,"3,B,1","3,B,1,4","3,B,1,4,2","Chamaecrista_fasciculata,3,B,1,4,2"
"729",2,3,"B",7,3,"Chamaecrista_fasciculata",11.0024103931785,"3,B,7","3,B,7,3","3,B,7,3,2","Chamaecrista_fasciculata,3,B,7,3,2"
"730",2,3,"D",6,3,"Chamaecrista_fasciculata",18.3373506552975,"3,D,6","3,D,6,3","3,D,6,3,2","Chamaecrista_fasciculata,3,D,6,3,2"
"731",2,4,"B",11,3,"Chamaecrista_fasciculata",11.0024103931785,"4,B,11","4,B,11,3","4,B,11,3,2","Chamaecrista_fasciculata,4,B,11,3,2"
"732",2,4,"D",10,4,"Chamaecrista_fasciculata",1.83373506552975,"4,D,10","4,D,10,4","4,D,10,4,2","Chamaecrista_fasciculata,4,D,10,4,2"
"733",2,4,"D",7,3,"Chamaecrista_fasciculata",1.83373506552975,"4,D,7","4,D,7,3","4,D,7,3,2","Chamaecrista_fasciculata,4,D,7,3,2"
"734",2,5,"A",6,3,"Chamaecrista_fasciculata",7.334940262119,"5,A,6","5,A,6,3","5,A,6,3,2","Chamaecrista_fasciculata,5,A,6,3,2"
"735",2,5,"A",9,3,"Chamaecrista_fasciculata",5.50120519658925,"5,A,9","5,A,9,3","5,A,9,3,2","Chamaecrista_fasciculata,5,A,9,3,2"
"736",2,5,"B",6,3,"Chamaecrista_fasciculata",3.6674701310595,"5,B,6","5,B,6,3","5,B,6,3,2","Chamaecrista_fasciculata,5,B,6,3,2"
"737",2,5,"D",12,3,"Chamaecrista_fasciculata",7.334940262119,"5,D,12","5,D,12,3","5,D,12,3,2","Chamaecrista_fasciculata,5,D,12,3,2"
"738",2,5,"D",14,3,"Chamaecrista_fasciculata",7.334940262119,"5,D,14","5,D,14,3","5,D,14,3,2","Chamaecrista_fasciculata,5,D,14,3,2"
"739",2,5,"D",7,3,"Chamaecrista_fasciculata",1.83373506552975,"5,D,7","5,D,7,3","5,D,7,3,2","Chamaecrista_fasciculata,5,D,7,3,2"
"740",2,6,"B",7,3,"Chamaecrista_fasciculata",1.83373506552975,"6,B,7","6,B,7,3","6,B,7,3,2","Chamaecrista_fasciculata,6,B,7,3,2"
"741",2,6,"C",10,3,"Chamaecrista_fasciculata",3.6674701310595,"6,C,10","6,C,10,3","6,C,10,3,2","Chamaecrista_fasciculata,6,C,10,3,2"
"742",2,7,"A",9,3,"Chamaecrista_fasciculata",14.669880524238,"7,A,9","7,A,9,3","7,A,9,3,2","Chamaecrista_fasciculata,7,A,9,3,2"
"743",2,1,"A",1,1,"Coreopsis_lanceolata",20.8124230115016,"1,A,1","1,A,1,1","1,A,1,1,2","Coreopsis_lanceolata,1,A,1,1,2"
"744",2,1,"A",10,1,"Coreopsis_lanceolata",135.28074957476,"1,A,10","1,A,10,1","1,A,10,1,2","Coreopsis_lanceolata,1,A,10,1,2"
"745",2,1,"A",10,2,"Coreopsis_lanceolata",10.4062115057508,"1,A,10","1,A,10,2","1,A,10,2,2","Coreopsis_lanceolata,1,A,10,2,2"
"746",2,1,"A",11,1,"Coreopsis_lanceolata",260.15528764377,"1,A,11","1,A,11,1","1,A,11,1,2","Coreopsis_lanceolata,1,A,11,1,2"
"747",2,1,"A",13,1,"Coreopsis_lanceolata",62.4372690345048,"1,A,13","1,A,13,1","1,A,13,1,2","Coreopsis_lanceolata,1,A,13,1,2"
"748",2,1,"A",14,1,"Coreopsis_lanceolata",10.4062115057508,"1,A,14","1,A,14,1","1,A,14,1,2","Coreopsis_lanceolata,1,A,14,1,2"
"749",2,1,"A",3,1,"Coreopsis_lanceolata",93.6559035517572,"1,A,3","1,A,3,1","1,A,3,1,2","Coreopsis_lanceolata,1,A,3,1,2"
"750",2,1,"A",3,2,"Coreopsis_lanceolata",20.8124230115016,"1,A,3","1,A,3,2","1,A,3,2,2","Coreopsis_lanceolata,1,A,3,2,2"
"751",2,1,"A",5,1,"Coreopsis_lanceolata",10.4062115057508,"1,A,5","1,A,5,1","1,A,5,1,2","Coreopsis_lanceolata,1,A,5,1,2"
"752",2,1,"B",1,1,"Coreopsis_lanceolata",31.2186345172524,"1,B,1","1,B,1,1","1,B,1,1,2","Coreopsis_lanceolata,1,B,1,1,2"
"753",2,1,"B",1,3,"Coreopsis_lanceolata",10.4062115057508,"1,B,1","1,B,1,3","1,B,1,3,2","Coreopsis_lanceolata,1,B,1,3,2"
"754",2,1,"B",10,1,"Coreopsis_lanceolata",62.4372690345048,"1,B,10","1,B,10,1","1,B,10,1,2","Coreopsis_lanceolata,1,B,10,1,2"
"755",2,1,"B",14,1,"Coreopsis_lanceolata",72.8434805402556,"1,B,14","1,B,14,1","1,B,14,1,2","Coreopsis_lanceolata,1,B,14,1,2"
"756",2,1,"B",15,1,"Coreopsis_lanceolata",41.6248460230032,"1,B,15","1,B,15,1","1,B,15,1,2","Coreopsis_lanceolata,1,B,15,1,2"
"757",2,1,"B",5,1,"Coreopsis_lanceolata",31.2186345172524,"1,B,5","1,B,5,1","1,B,5,1,2","Coreopsis_lanceolata,1,B,5,1,2"
"758",2,1,"B",6,1,"Coreopsis_lanceolata",41.6248460230032,"1,B,6","1,B,6,1","1,B,6,1,2","Coreopsis_lanceolata,1,B,6,1,2"
"759",2,1,"C",10,1,"Coreopsis_lanceolata",31.2186345172524,"1,C,10","1,C,10,1","1,C,10,1,2","Coreopsis_lanceolata,1,C,10,1,2"
"760",2,1,"C",12,1,"Coreopsis_lanceolata",52.031057528754,"1,C,12","1,C,12,1","1,C,12,1,2","Coreopsis_lanceolata,1,C,12,1,2"
"761",2,1,"D",8,2,"Coreopsis_lanceolata",41.6248460230032,"1,D,8","1,D,8,2","1,D,8,2,2","Coreopsis_lanceolata,1,D,8,2,2"
"762",2,1,"D",8,3,"Coreopsis_lanceolata",31.2186345172524,"1,D,8","1,D,8,3","1,D,8,3,2","Coreopsis_lanceolata,1,D,8,3,2"
"763",2,2,"A",4,2,"Coreopsis_lanceolata",20.8124230115016,"2,A,4","2,A,4,2","2,A,4,2,2","Coreopsis_lanceolata,2,A,4,2,2"
"764",2,2,"B",10,2,"Coreopsis_lanceolata",10.4062115057508,"2,B,10","2,B,10,2","2,B,10,2,2","Coreopsis_lanceolata,2,B,10,2,2"
"765",2,2,"B",12,2,"Coreopsis_lanceolata",10.4062115057508,"2,B,12","2,B,12,2","2,B,12,2,2","Coreopsis_lanceolata,2,B,12,2,2"
"766",2,2,"B",14,2,"Coreopsis_lanceolata",10.4062115057508,"2,B,14","2,B,14,2","2,B,14,2,2","Coreopsis_lanceolata,2,B,14,2,2"
"767",2,2,"B",7,2,"Coreopsis_lanceolata",41.6248460230032,"2,B,7","2,B,7,2","2,B,7,2,2","Coreopsis_lanceolata,2,B,7,2,2"
"768",2,2,"C",13,4,"Coreopsis_lanceolata",10.4062115057508,"2,C,13","2,C,13,4","2,C,13,4,2","Coreopsis_lanceolata,2,C,13,4,2"
"769",2,2,"C",7,3,"Coreopsis_lanceolata",10.4062115057508,"2,C,7","2,C,7,3","2,C,7,3,2","Coreopsis_lanceolata,2,C,7,3,2"
"770",2,2,"D",14,2,"Coreopsis_lanceolata",31.2186345172524,"2,D,14","2,D,14,2","2,D,14,2,2","Coreopsis_lanceolata,2,D,14,2,2"
"771",2,3,"A",12,2,"Coreopsis_lanceolata",41.6248460230032,"3,A,12","3,A,12,2","3,A,12,2,2","Coreopsis_lanceolata,3,A,12,2,2"
"772",2,3,"A",14,1,"Coreopsis_lanceolata",10.4062115057508,"3,A,14","3,A,14,1","3,A,14,1,2","Coreopsis_lanceolata,3,A,14,1,2"
"773",2,3,"B",11,2,"Coreopsis_lanceolata",10.4062115057508,"3,B,11","3,B,11,2","3,B,11,2,2","Coreopsis_lanceolata,3,B,11,2,2"
"774",2,3,"B",13,2,"Coreopsis_lanceolata",20.8124230115016,"3,B,13","3,B,13,2","3,B,13,2,2","Coreopsis_lanceolata,3,B,13,2,2"
"775",2,3,"B",5,2,"Coreopsis_lanceolata",20.8124230115016,"3,B,5","3,B,5,2","3,B,5,2,2","Coreopsis_lanceolata,3,B,5,2,2"
"776",2,3,"B",6,2,"Coreopsis_lanceolata",10.4062115057508,"3,B,6","3,B,6,2","3,B,6,2,2","Coreopsis_lanceolata,3,B,6,2,2"
"777",2,4,"A",11,2,"Coreopsis_lanceolata",10.4062115057508,"4,A,11","4,A,11,2","4,A,11,2,2","Coreopsis_lanceolata,4,A,11,2,2"
"778",2,4,"A",4,2,"Coreopsis_lanceolata",10.4062115057508,"4,A,4","4,A,4,2","4,A,4,2,2","Coreopsis_lanceolata,4,A,4,2,2"
"779",2,4,"A",6,1,"Coreopsis_lanceolata",478.685729264537,"4,A,6","4,A,6,1","4,A,6,1,2","Coreopsis_lanceolata,4,A,6,1,2"
"780",2,4,"A",6,3,"Coreopsis_lanceolata",52.031057528754,"4,A,6","4,A,6,3","4,A,6,3,2","Coreopsis_lanceolata,4,A,6,3,2"
"781",2,4,"B",11,2,"Coreopsis_lanceolata",10.4062115057508,"4,B,11","4,B,11,2","4,B,11,2,2","Coreopsis_lanceolata,4,B,11,2,2"
"782",2,4,"B",12,2,"Coreopsis_lanceolata",10.4062115057508,"4,B,12","4,B,12,2","4,B,12,2,2","Coreopsis_lanceolata,4,B,12,2,2"
"783",2,4,"B",14,2,"Coreopsis_lanceolata",10.4062115057508,"4,B,14","4,B,14,2","4,B,14,2,2","Coreopsis_lanceolata,4,B,14,2,2"
"784",2,4,"C",11,2,"Coreopsis_lanceolata",10.4062115057508,"4,C,11","4,C,11,2","4,C,11,2,2","Coreopsis_lanceolata,4,C,11,2,2"
"785",2,4,"D",10,2,"Coreopsis_lanceolata",10.4062115057508,"4,D,10","4,D,10,2","4,D,10,2,2","Coreopsis_lanceolata,4,D,10,2,2"
"786",2,4,"D",12,2,"Coreopsis_lanceolata",10.4062115057508,"4,D,12","4,D,12,2","4,D,12,2,2","Coreopsis_lanceolata,4,D,12,2,2"
"787",2,4,"D",7,2,"Coreopsis_lanceolata",10.4062115057508,"4,D,7","4,D,7,2","4,D,7,2,2","Coreopsis_lanceolata,4,D,7,2,2"
"788",2,5,"A",13,1,"Coreopsis_lanceolata",41.6248460230032,"5,A,13","5,A,13,1","5,A,13,1,2","Coreopsis_lanceolata,5,A,13,1,2"
"789",2,5,"A",14,1,"Coreopsis_lanceolata",41.6248460230032,"5,A,14","5,A,14,1","5,A,14,1,2","Coreopsis_lanceolata,5,A,14,1,2"
"790",2,5,"A",14,2,"Coreopsis_lanceolata",10.4062115057508,"5,A,14","5,A,14,2","5,A,14,2,2","Coreopsis_lanceolata,5,A,14,2,2"
"791",2,5,"A",15,2,"Coreopsis_lanceolata",10.4062115057508,"5,A,15","5,A,15,2","5,A,15,2,2","Coreopsis_lanceolata,5,A,15,2,2"
"792",2,5,"A",7,1,"Coreopsis_lanceolata",1737.83732146038,"5,A,7","5,A,7,1","5,A,7,1,2","Coreopsis_lanceolata,5,A,7,1,2"
"793",2,5,"B",12,2,"Coreopsis_lanceolata",10.4062115057508,"5,B,12","5,B,12,2","5,B,12,2,2","Coreopsis_lanceolata,5,B,12,2,2"
"794",2,5,"C",10,1,"Coreopsis_lanceolata",41.6248460230032,"5,C,10","5,C,10,1","5,C,10,1,2","Coreopsis_lanceolata,5,C,10,1,2"
"795",2,5,"C",11,1,"Coreopsis_lanceolata",176.905595597764,"5,C,11","5,C,11,1","5,C,11,1,2","Coreopsis_lanceolata,5,C,11,1,2"
"796",2,5,"C",11,3,"Coreopsis_lanceolata",10.4062115057508,"5,C,11","5,C,11,3","5,C,11,3,2","Coreopsis_lanceolata,5,C,11,3,2"
"797",2,5,"C",14,1,"Coreopsis_lanceolata",20.8124230115016,"5,C,14","5,C,14,1","5,C,14,1,2","Coreopsis_lanceolata,5,C,14,1,2"
"798",2,5,"C",8,2,"Coreopsis_lanceolata",10.4062115057508,"5,C,8","5,C,8,2","5,C,8,2,2","Coreopsis_lanceolata,5,C,8,2,2"
"799",2,5,"C",8,4,"Coreopsis_lanceolata",10.4062115057508,"5,C,8","5,C,8,4","5,C,8,4,2","Coreopsis_lanceolata,5,C,8,4,2"
"800",2,5,"C",9,1,"Coreopsis_lanceolata",52.031057528754,"5,C,9","5,C,9,1","5,C,9,1,2","Coreopsis_lanceolata,5,C,9,1,2"
"801",2,5,"D",1,1,"Coreopsis_lanceolata",52.031057528754,"5,D,1","5,D,1,1","5,D,1,1,2","Coreopsis_lanceolata,5,D,1,1,2"
"802",2,5,"D",2,1,"Coreopsis_lanceolata",114.468326563259,"5,D,2","5,D,2,1","5,D,2,1,2","Coreopsis_lanceolata,5,D,2,1,2"
"803",2,5,"D",2,2,"Coreopsis_lanceolata",10.4062115057508,"5,D,2","5,D,2,2","5,D,2,2,2","Coreopsis_lanceolata,5,D,2,2,2"
"804",2,5,"D",8,1,"Coreopsis_lanceolata",10.4062115057508,"5,D,8","5,D,8,1","5,D,8,1,2","Coreopsis_lanceolata,5,D,8,1,2"
"805",2,6,"A",4,2,"Coreopsis_lanceolata",31.2186345172524,"6,A,4","6,A,4,2","6,A,4,2,2","Coreopsis_lanceolata,6,A,4,2,2"
"806",2,6,"A",5,2,"Coreopsis_lanceolata",52.031057528754,"6,A,5","6,A,5,2","6,A,5,2,2","Coreopsis_lanceolata,6,A,5,2,2"
"807",2,6,"B",5,2,"Coreopsis_lanceolata",20.8124230115016,"6,B,5","6,B,5,2","6,B,5,2,2","Coreopsis_lanceolata,6,B,5,2,2"
"808",2,6,"C",15,3,"Coreopsis_lanceolata",10.4062115057508,"6,C,15","6,C,15,3","6,C,15,3,2","Coreopsis_lanceolata,6,C,15,3,2"
"809",2,6,"C",2,2,"Coreopsis_lanceolata",10.4062115057508,"6,C,2","6,C,2,2","6,C,2,2,2","Coreopsis_lanceolata,6,C,2,2,2"
"810",2,6,"D",10,1,"Coreopsis_lanceolata",41.6248460230032,"6,D,10","6,D,10,1","6,D,10,1,2","Coreopsis_lanceolata,6,D,10,1,2"
"811",2,6,"D",10,3,"Coreopsis_lanceolata",10.4062115057508,"6,D,10","6,D,10,3","6,D,10,3,2","Coreopsis_lanceolata,6,D,10,3,2"
"812",2,6,"D",15,1,"Coreopsis_lanceolata",10.4062115057508,"6,D,15","6,D,15,1","6,D,15,1,2","Coreopsis_lanceolata,6,D,15,1,2"
